"V1" "V2"
"1" 0.34 0.313333333333333
"2" 0.353333333333333 0.313333333333333
"3" 0.366666666666667 0.3
"4" 0.36 0.32
"5" 0.34 0.32
"6" 0.34 0.306666666666667
"7" 0.36 0.3
"8" 0.32 0.3
"9" 0.36 0.346666666666667
"10" 0.366666666666667 0.333333333333333
"11" 0.36 0.353333333333333
"12" 0.346666666666667 0.326666666666667
"13" 0.353333333333333 0.32
"14" 0.346666666666667 0.313333333333333
"15" 0.366666666666667 0.34
"16" 0.333333333333333 0.306666666666667
"17" 0.353333333333333 0.32
"18" 0.373333333333333 0.326666666666667
"19" 0.386666666666667 0.333333333333333
"20" 0.373333333333333 0.32
"21" 0.353333333333333 0.326666666666667
"22" 0.346666666666667 0.3
"23" 0.34 0.3
"24" 0.333333333333333 0.353333333333333
"25" 0.313333333333333 0.306666666666667
"26" 0.34 0.333333333333333
"27" 0.353333333333333 0.313333333333333
"28" 0.346666666666667 0.313333333333333
"29" 0.353333333333333 0.326666666666667
"30" 0.366666666666667 0.313333333333333
"31" 0.353333333333333 0.3
"32" 0.353333333333333 0.293333333333333
"33" 0.353333333333333 0.32
"34" 0.32 0.28
"35" 0.366666666666667 0.32
"36" 0.366666666666667 0.32
"37" 0.366666666666667 0.3
"38" 0.353333333333333 0.333333333333333
"39" 0.326666666666667 0.326666666666667
"40" 0.306666666666667 0.306666666666667
"41" 0.386666666666667 0.333333333333333
"42" 0.353333333333333 0.38
"43" 0.34 0.306666666666667
"44" 0.32 0.293333333333333
"45" 0.366666666666667 0.32
"46" 0.353333333333333 0.293333333333333
"47" 0.326666666666667 0.293333333333333
"48" 0.38 0.32
"49" 0.366666666666667 0.313333333333333
"50" 0.353333333333333 0.32
"51" 0.32 0.293333333333333
"52" 0.346666666666667 0.306666666666667
"53" 0.326666666666667 0.32
"54" 0.353333333333333 0.313333333333333
"55" 0.353333333333333 0.333333333333333
"56" 0.326666666666667 0.293333333333333
"57" 0.34 0.306666666666667
"58" 0.393333333333333 0.313333333333333
"59" 0.346666666666667 0.326666666666667
"60" 0.346666666666667 0.306666666666667
"61" 0.36 0.333333333333333
"62" 0.353333333333333 0.326666666666667
"63" 0.326666666666667 0.313333333333333
"64" 0.34 0.313333333333333
"65" 0.353333333333333 0.306666666666667
"66" 0.353333333333333 0.333333333333333
"67" 0.326666666666667 0.313333333333333
"68" 0.34 0.306666666666667
"69" 0.386666666666667 0.306666666666667
"70" 0.34 0.313333333333333
"71" 0.34 0.286666666666667
"72" 0.353333333333333 0.306666666666667
"73" 0.32 0.32
"74" 0.386666666666667 0.333333333333333
"75" 0.34 0.293333333333333
"76" 0.333333333333333 0.3
"77" 0.34 0.286666666666667
"78" 0.353333333333333 0.333333333333333
"79" 0.353333333333333 0.3
"80" 0.333333333333333 0.306666666666667
"81" 0.353333333333333 0.333333333333333
"82" 0.366666666666667 0.32
"83" 0.353333333333333 0.32
"84" 0.36 0.3
"85" 0.373333333333333 0.313333333333333
"86" 0.353333333333333 0.313333333333333
"87" 0.333333333333333 0.313333333333333
"88" 0.36 0.293333333333333
"89" 0.36 0.32
"90" 0.36 0.32
"91" 0.34 0.326666666666667
"92" 0.346666666666667 0.326666666666667
"93" 0.353333333333333 0.34
"94" 0.36 0.306666666666667
"95" 0.36 0.293333333333333
"96" 0.353333333333333 0.313333333333333
"97" 0.346666666666667 0.32
"98" 0.346666666666667 0.293333333333333
"99" 0.353333333333333 0.306666666666667
"100" 0.36 0.313333333333333
"101" 0.353333333333333 0.326666666666667
"102" 0.346666666666667 0.32
"103" 0.38 0.333333333333333
"104" 0.36 0.3
"105" 0.366666666666667 0.3
"106" 0.353333333333333 0.346666666666667
"107" 0.34 0.326666666666667
"108" 0.346666666666667 0.366666666666667
"109" 0.353333333333333 0.293333333333333
"110" 0.34 0.306666666666667
"111" 0.32 0.306666666666667
"112" 0.346666666666667 0.313333333333333
"113" 0.346666666666667 0.32
"114" 0.36 0.32
"115" 0.34 0.3
"116" 0.34 0.333333333333333
"117" 0.34 0.313333333333333
"118" 0.34 0.293333333333333
"119" 0.333333333333333 0.293333333333333
"120" 0.346666666666667 0.3
"121" 0.346666666666667 0.286666666666667
"122" 0.373333333333333 0.313333333333333
"123" 0.346666666666667 0.293333333333333
"124" 0.346666666666667 0.3
"125" 0.36 0.313333333333333
"126" 0.373333333333333 0.36
"127" 0.36 0.326666666666667
"128" 0.36 0.3
"129" 0.333333333333333 0.34
"130" 0.326666666666667 0.306666666666667
"131" 0.353333333333333 0.306666666666667
"132" 0.34 0.32
"133" 0.333333333333333 0.313333333333333
"134" 0.36 0.293333333333333
"135" 0.333333333333333 0.313333333333333
"136" 0.353333333333333 0.333333333333333
"137" 0.38 0.36
"138" 0.32 0.293333333333333
"139" 0.366666666666667 0.346666666666667
"140" 0.373333333333333 0.326666666666667
"141" 0.373333333333333 0.293333333333333
"142" 0.32 0.326666666666667
"143" 0.36 0.32
"144" 0.346666666666667 0.346666666666667
"145" 0.36 0.306666666666667
"146" 0.366666666666667 0.333333333333333
"147" 0.353333333333333 0.3
"148" 0.346666666666667 0.3
"149" 0.326666666666667 0.293333333333333
"150" 0.353333333333333 0.346666666666667
"151" 0.36 0.313333333333333
"152" 0.36 0.36
"153" 0.346666666666667 0.306666666666667
"154" 0.346666666666667 0.313333333333333
"155" 0.353333333333333 0.326666666666667
"156" 0.386666666666667 0.306666666666667
"157" 0.373333333333333 0.286666666666667
"158" 0.386666666666667 0.32
"159" 0.36 0.32
"160" 0.333333333333333 0.3
"161" 0.353333333333333 0.3
"162" 0.333333333333333 0.306666666666667
"163" 0.38 0.32
"164" 0.36 0.32
"165" 0.346666666666667 0.306666666666667
"166" 0.36 0.326666666666667
"167" 0.34 0.313333333333333
"168" 0.353333333333333 0.306666666666667
"169" 0.373333333333333 0.286666666666667
"170" 0.34 0.333333333333333
"171" 0.36 0.313333333333333
"172" 0.353333333333333 0.313333333333333
"173" 0.38 0.3
"174" 0.34 0.293333333333333
"175" 0.3 0.306666666666667
"176" 0.36 0.293333333333333
"177" 0.36 0.313333333333333
"178" 0.36 0.3
"179" 0.333333333333333 0.3
"180" 0.34 0.333333333333333
"181" 0.333333333333333 0.306666666666667
"182" 0.366666666666667 0.313333333333333
"183" 0.36 0.293333333333333
"184" 0.346666666666667 0.32
"185" 0.346666666666667 0.333333333333333
"186" 0.353333333333333 0.313333333333333
"187" 0.386666666666667 0.333333333333333
"188" 0.366666666666667 0.346666666666667
"189" 0.326666666666667 0.32
"190" 0.32 0.3
"191" 0.373333333333333 0.313333333333333
"192" 0.333333333333333 0.306666666666667
"193" 0.353333333333333 0.313333333333333
"194" 0.38 0.326666666666667
"195" 0.36 0.3
"196" 0.32 0.326666666666667
"197" 0.366666666666667 0.3
"198" 0.333333333333333 0.346666666666667
"199" 0.346666666666667 0.306666666666667
"200" 0.36 0.3
